mass, radius, density
7.529397558783241e+29 219429297.80999896 5954303.620612735
7.536764089042656e+29 219637878.80999893 5948821.777739773
7.54411927620026e+29 219846459.8099989 5943341.072309102
7.551463102475844e+29 220055040.8099989 5937861.51339481
7.55879555017062e+29 220263621.80999887 5932383.1100522075
7.566116601660022e+29 220472202.80999884 5926905.871317824
7.57342623940451e+29 220680783.8099988 5921429.8062094
7.580724445938045e+29 220889364.8099988 5915954.923725877
7.588011203878172e+29 221097945.80999878 5910481.232847392
7.59528649591738e+29 221306526.80999875 5905008.742535273
7.602550304830299e+29 221515107.80999872 5899537.461732026
7.609802613471545e+29 221723688.8099987 5894067.399361337
7.617043404766352e+29 221932269.8099987 5888598.564328054
7.624272661731465e+29 222140850.80999866 5883130.965518194
7.631490367450643e+29 222349431.80999863 5877664.611798923
7.638696505095555e+29 222558012.8099986 5872199.5120185595
7.64589105790993e+29 222766593.8099986 5866735.675006567
7.653074009219638e+29 222975174.80999857 5861273.109573543
7.660245342428376e+29 223183755.80999854 5855811.824511221
7.667405041019102e+29 223392336.8099985 5850351.828592457
7.674553088552596e+29 223600917.8099985 5844893.1305712275
7.681689468668181e+29 223809498.80999848 5839435.739182628
7.688814165084445e+29 224018079.80999845 5833979.66314286
7.695927161597795e+29 224226660.80999842 5828524.911149234
7.703028442082463e+29 224435241.8099984 5823071.491880156
7.710117990493385e+29 224643822.8099984 5817619.413995131
7.717195790862598e+29 224852403.80999836 5812168.686134754
7.724261827297798e+29 225060984.80999833 5806719.316920704
7.73131608398883e+29 225269565.8099983 5801271.314955746
7.73835854520408e+29 225478146.8099983 5795824.688823719
7.745389195284712e+29 225686727.80999827 5790379.447089533
7.752408018658359e+29 225895308.80999824 5784935.598299172
7.75941499982255e+29 226103889.8099982 5779493.150979685
7.76641012335552e+29 226312470.8099982 5774052.1136391815
7.773393373919088e+29 226521051.80999818 5768612.494766828
7.78036473624425e+29 226729632.80999815 5763174.302832847
7.787324195146311e+29 226938213.80999812 5757737.5462885145
7.794271735516233e+29 227146794.8099981 5752302.233566152
7.80120734232136e+29 227355375.8099981 5746868.373079125
7.808131000609023e+29 227563956.80999807 5741435.973221843
7.815042695503651e+29 227772537.80999804 5736005.042369755
7.821942412208938e+29 227981118.809998 5730575.588879347
7.828830136000634e+29 228189699.809998 5725147.621088139
7.83570585223952e+29 228398280.80999798 5719721.147314682
7.842569546359152e+29 228606861.80999795 5714296.175858557
7.849421203871631e+29 228815442.80999792 5708872.715000372
7.8562608103676e+29 229024023.80999792 5703450.773001762
7.863088351514082e+29 229232604.8099979 5698030.358105383
7.869903813053762e+29 229441185.80999786 5692611.478534915
7.876707180810029e+29 229649766.80999783 5687194.142495054
7.883498440681212e+29 229858347.8099978 5681778.358171521
7.890277578644902e+29 230066928.8099978 5676364.133731047
7.897044580752913e+29 230275509.80999777 5670951.4773213845
7.903799433135597e+29 230484090.80999774 5665540.397071298
7.91054212199969e+29 230692671.8099977 5660130.901090568
7.917272633633353e+29 230901252.8099977 5654722.997469988
7.92399095439248e+29 231109833.80999768 5649316.69428136
7.930697070719435e+29 231318414.80999765 5643911.9995775
7.937390969127198e+29 231526995.80999762 5638508.921392236
7.944072636206571e+29 231735576.8099976 5633107.467740404
7.9507420586269e+29 231944157.8099976 5627707.646617855
7.95739922313463e+29 232152738.80999756 5622309.466001445
7.964044116548267e+29 232361319.80999753 5616912.933849046
7.97067672576774e+29 232569900.8099975 5611518.058099537
7.977297037767198e+29 232778481.8099975 5606124.846672807
7.983905039596449e+29 232987062.80999747 5600733.307469757
7.990500718383126e+29 233195643.80999744 5595343.448372303
7.997084061332681e+29 233404224.8099974 5589955.277243368
8.003655055720465e+29 233612805.8099974 5584568.80192689
8.010213688904692e+29 233821386.80999738 5579184.030247826
8.016759948317078e+29 234029967.80999735 5573800.9700121395
8.023293821464997e+29 234238548.80999732 5568419.629006816
8.029815295933647e+29 234447129.8099973 5563040.014999855
8.036324359379561e+29 234655710.8099973 5557662.135740278
8.0428209995407e+29 234864291.80999726 5552285.998958122
8.049305204227078e+29 235072872.80999723 5546911.61236445
8.055776961325095e+29 235281453.8099972 5541538.983651346
8.062236258799692e+29 235490034.8099972 5536168.12049192
8.068683084686424e+29 235698615.80999717 5530799.03054031
8.075117427097952e+29 235907196.80999714 5525431.721431682
8.081539274226196e+29 236115777.8099971 5520066.200782233
8.087948614333696e+29 236324358.8099971 5514702.476189195
8.094345435761533e+29 236532939.80999708 5509340.555230837
8.100729726920684e+29 236741520.80999705 5503980.445466466
8.107101476304992e+29 236950101.80999702 5498622.15443643
8.113460672478197e+29 237158682.809997 5493265.689662122
8.119807304081139e+29 237367263.809997 5487911.05864598
8.126141359824555e+29 237575844.80999696 5482558.2688714955
8.13246282850421e+29 237784425.80999693 5477207.327803211
8.138771698980721e+29 237993006.8099969 5471858.242886728
8.145067960196849e+29 238201587.8099969 5466511.021548702
8.15135160116165e+29 238410168.80999687 5461165.671196859
8.157622610967766e+29 238618749.80999684 5455822.1992199905
8.163880978777735e+29 238827330.8099968 5450480.612987952
8.170126693826872e+29 239035911.8099968 5445140.919851683
8.176359745429037e+29 239244492.80999678 5439803.127143195
8.182580122969425e+29 239453073.80999675 5434467.242175583
8.188787815909613e+29 239661654.80999672 5429133.272243032
8.194982813781074e+29 239870235.8099967 5423801.224620815
8.201165106198147e+29 240078816.8099967 5418471.106565299
8.20733468283714e+29 240287397.80999666 5413142.925313955
8.21349153345795e+29 240495978.80999663 5407816.688085356
8.219635647891807e+29 240704559.8099966 5402492.402079182
8.225767016038399e+29 240913140.8099966 5397170.074476231
8.231885627878839e+29 241121721.80999658 5391849.712438418
8.237991473464854e+29 241330302.80999655 5386531.323108781
8.24408454291951e+29 241538883.80999652 5381214.913611491
8.250164826442976e+29 241747464.8099965 5375900.491051848
8.256232314303871e+29 241956045.8099965 5370588.062516293
8.262286996851524e+29 242164626.80999646 5365277.635072416
8.268328864500112e+29 242373207.80999643 5359969.215768955
8.274357907743076e+29 242581788.8099964 5354662.811635805
8.280374117145196e+29 242790369.8099964 5349358.429684024
8.286377483341867e+29 242998950.80999637 5344056.076905837
8.292367997044864e+29 243207531.80999634 5338755.760274647
8.29834564903586e+29 243416112.8099963 5333457.48674503
8.304310430172907e+29 243624693.8099963 5328161.263252756
8.310262331382514e+29 243833274.80999628 5322867.096714785
8.316201343666128e+29 244041855.80999625 5317574.994029278
8.322127458097255e+29 244250436.80999622 5312284.962075602
8.328040665820736e+29 244459017.8099962 5306997.007714336
8.333940958055633e+29 244667598.8099962 5301711.137787276
8.339828326093066e+29 244876179.80999616 5296427.359117448
8.345702761294049e+29 245084760.80999613 5291145.678509114
8.351564255095258e+29 245293341.8099961 5285866.102747769
8.357412799000382e+29 245501922.8099961 5280588.638600161
8.363248384590212e+29 245710503.80999607 5275313.292814292
8.369071003513994e+29 245919084.80999604 5270040.072119424
8.374880647492308e+29 246127665.809996 5264768.983226094
8.380677308320679e+29 246336246.809996 5259500.032826114
8.386460977863083e+29 246544827.80999598 5254233.22759258
8.392231648057716e+29 246753408.80999595 5248968.57417988
8.39798931091051e+29 246961989.80999592 5243706.079223707
8.403733958500171e+29 247170570.8099959 5238445.749341061
8.409465582981071e+29 247379151.8099959 5233187.591130257
8.415184176568827e+29 247587732.80999586 5227931.611170938
8.420889731561922e+29 247796313.80999583 5222677.816024082
8.42658224031793e+29 248004894.8099958 5217426.212232003
8.432261695276567e+29 248213475.8099958 5212176.806318371
8.437928088938799e+29 248422056.80999577 5206929.604788212
8.443581413880532e+29 248630637.80999574 5201684.614127923
8.449221662751172e+29 248839218.8099957 5196441.8408052735
8.454848828262812e+29 249047799.8099957 5191201.291269422
8.460462903206092e+29 249256380.80999568 5185962.97195092
8.46606388043722e+29 249464961.80999565 5180726.889261724
8.471651752883744e+29 249673542.80999562 5175493.049595201
8.477226513541667e+29 249882123.8099956 5170261.459326142
8.482788155481209e+29 250090704.8099956 5165032.12481077
8.488336671838163e+29 250299285.80999556 5159805.052386746
8.49387205581894e+29 250507866.80999553 5154580.248373183
8.499394300703449e+29 250716447.8099955 5149357.719070656
8.50490339983645e+29 250925028.8099955 5144137.470761209
8.51039934663476e+29 251133609.80999547 5138919.5097083645
8.515882134582214e+29 251342190.80999544 5133703.842157136
8.521351757237581e+29 251550771.8099954 5128490.474334037
8.526808208220162e+29 251759352.80999538 5123279.412447092
8.532251481229241e+29 251967933.80999538 5118070.662685843
8.537681570023189e+29 252176514.80999535 5112864.231221365
8.543098468433876e+29 252385095.80999532 5107660.124206273
8.548502170361626e+29 252593676.8099953 5102458.347774737
8.553892669778823e+29 252802257.8099953 5097258.908042481
8.559269960717655e+29 253010838.80999526 5092061.811106811
8.564634037288856e+29 253219419.80999523 5086867.063046611
8.569984893665129e+29 253428000.8099952 5081674.669922361
8.575322524091233e+29 253636581.8099952 5076484.637776148
8.580646922874617e+29 253845162.80999517 5071296.972631674
8.585958084401997e+29 254053743.80999514 5066111.6804942675
8.591256003115569e+29 254262324.8099951 5060928.767350899
8.59654067353103e+29 254470905.80999509 5055748.239170188
8.601812090234692e+29 254679486.80999509 5050570.101902416
8.607070247877722e+29 254888067.80999506 5045394.361479538
8.612315141176855e+29 255096648.80999503 5040221.023815191
8.617546764921608e+29 255305229.809995 5035050.0948047135
8.622765113962744e+29 255513810.809995 5029881.580325147
8.627970183225968e+29 255722391.80999497 5024715.486235258
8.633161967697512e+29 255930972.80999494 5019551.818375543
8.638340462431344e+29 256139553.8099949 5014390.582568241
8.64350566255637e+29 256348134.8099949 5009231.784617353
8.648657563259141e+29 256556715.80999488 5004075.430308642
8.653796159793947e+29 256765296.80999485 4998921.525409655
8.658921447490733e+29 256973877.80999482 4993770.07566973
8.66403342173349e+29 257182458.8099948 4988621.086820014
8.669132077983311e+29 257391039.8099948 4983474.5645734705
8.674217411762536e+29 257599620.80999476 4978330.514624894
8.679289418661241e+29 257808201.80999473 4973188.94265092
8.684348094333633e+29 258016782.8099947 4968049.854310044
8.689393434506695e+29 258225363.8099947 4962913.255242631
8.694425434960735e+29 258433944.80999467 4957779.151070926
8.699444091558207e+29 258642525.80999464 4952647.54739907
8.704449400212724e+29 258851106.8099946 4947518.449813111
8.70944135691284e+29 259059687.8099946 4942391.86388102
8.714419957711959e+29 259268268.80999458 4937267.795152703
8.719385198722576e+29 259476849.80999455 4932146.249160016
8.724337076130682e+29 259685430.80999452 4927027.231416773
8.729275586181355e+29 259894011.8099945 4921910.747418765
8.73420072518885e+29 260102592.8099945 4916796.802643772
8.739112489531551e+29 260311173.80999446 4911685.402551578
8.744010875647652e+29 260519754.80999443 4906576.552583979
8.74889588005461e+29 260728335.8099944 4901470.258164806
8.753767499314557e+29 260936916.8099944 4896366.524699934
8.758625730069608e+29 261145497.80999437 4891265.35757729
8.763470569023129e+29 261354078.80999434 4886166.76216688
8.768302012939013e+29 261562659.8099943 4881070.743820793
8.773120058646727e+29 261771240.80999428 4875977.307873221
8.777924703044911e+29 261979821.80999428 4870886.4596404685
8.78271594308769e+29 262188402.80999425 4865798.204420971
8.787493775801249e+29 262396983.80999422 4860712.547495309
8.792258198271577e+29 262605564.8099942 4855629.494126217
8.79700920765096e+29 262814145.8099942 4850549.049558608
8.801746801149325e+29 263022726.80999416 4845471.219019579
8.806470976051544e+29 263231307.80999413 4840396.007718431
8.811181729690765e+29 263439888.8099941 4835323.420846682
8.815879059477959e+29 263648469.8099941 4830253.463578083
8.820562962878139e+29 263857050.80999407 4825186.141068631
8.825233437424054e+29 264065631.80999404 4820121.458456585
8.82989048071114e+29 264274212.809994 4815059.420862486
8.834534090389602e+29 264482793.80999398 4810000.03338916
8.839164264187462e+29 264691374.80999398 4804943.301121751
8.843780999883905e+29 264899955.80999395 4799889.229127718
8.848384295322968e+29 265108536.80999392 4794837.822456863
8.85297414841354e+29 265317117.8099939 4789789.08614134
8.8575505571272e+29 265525698.8099939 4784743.025195677
8.862113519492451e+29 265734279.80999386 4779699.644616783
8.866663033605532e+29 265942860.80999383 4774658.94938397
8.871199097625372e+29 266151441.8099938 4769620.94445897
8.875721709766383e+29 266360022.8099938 4764585.634785945
8.880230868307831e+29 266568603.80999377 4759553.025291504
8.884726571596713e+29 266777184.80999374 4754523.120884726
8.88920881803191e+29 266985765.8099937 4749495.92645717
8.893677606080037e+29 267194346.80999368 4744471.446882891
8.898132934263912e+29 267402927.80999368 4739449.687018456
8.902574801176252e+29 267611508.80999365 4734430.651702965
8.907003205461652e+29 267820089.80999362 4729414.34575806
8.911418145831003e+29 268028670.8099936 4724400.77398795
8.91581962105428e+29 268237251.8099936 4719389.94117942
8.920207629960549e+29 268445832.80999357 4714381.852101852
8.924582171445166e+29 268654413.80999357 4709376.511507241
8.928943244459694e+29 268862994.8099935 4704373.924130208
8.93329084801334e+29 269071575.8099935 4699374.094688021
8.937624981180885e+29 269280156.80999345 4694377.02788061
8.941945643099079e+29 269488737.80999345 4689382.7283905875
8.946252832954392e+29 269697318.80999345 4684391.200883258
8.950546550006071e+29 269905899.8099934 4679402.450006643
8.954826793563085e+29 270114480.8099934 4674416.48039149
8.959093563000693e+29 270323061.8099933 4669433.296651298
8.963346857749642e+29 270531642.8099933 4664452.903382329
8.967586677302645e+29 270740223.8099933 4659475.3051636275
8.971813021210063e+29 270948804.80999327 4654500.506557036
8.976025889082065e+29 271157385.80999327 4649528.512107217
8.980225280590788e+29 271365966.80999327 4644559.326341663
8.984411195461694e+29 271574547.8099932 4639592.953770721
8.988583633484373e+29 271783128.8099932 4634629.398887608
8.992742594503902e+29 271991709.80999315 4629668.666168425
8.996888078425886e+29 272200290.80999315 4624710.76007218
9.001020085214296e+29 272408871.80999315 4619755.685040802
9.005138614890749e+29 272617452.8099931 4614803.445499161
9.009243667534508e+29 272826033.8099931 4609854.045855087
9.013335243283925e+29 273034614.809993 4604907.490499385
9.017413342337156e+29 273243195.809993 4599963.783805849
9.021477964947126e+29 273451776.809993 4595022.930131293
9.025529111428004e+29 273660357.80999297 4590084.9338155575
9.029566782150167e+29 273868938.80999297 4585149.799181532
9.033590977535872e+29 274077519.80999297 4580217.530535172
9.037601698076552e+29 274286100.8099929 4575288.132165518
9.041598944313359e+29 274494681.8099929 4570361.608344717
9.04558271684221e+29 274703262.80999285 4565437.963328035
9.049553016324595e+29 274911843.80999285 4560517.201353876
9.05350984347172e+29 275120424.80999285 4555599.32664381
9.057453199056043e+29 275329005.8099928 4550684.343402577
9.061383083904786e+29 275537586.8099928 4545772.255818117
9.065299498898492e+29 275746167.80999273 4540863.068061586
9.069202444983999e+29 275954748.80999273 4535956.784287369
9.073091923151377e+29 276163329.80999273 4531053.408633107
9.076967934462035e+29 276371910.8099927 4526152.9452197105
9.080830480019895e+29 276580491.8099927 4521255.398151383
9.084679560990129e+29 276789072.8099926 4516360.771515634
9.088515178598436e+29 276997653.8099926 4511469.069383301
9.092337334117353e+29 277206234.8099926 4506580.295808572
9.096146028882828e+29 277414815.80999255 4501694.454828996
9.09994126428197e+29 277623396.80999255 4496811.550465513
9.103723041760254e+29 277831977.80999255 4491931.586722467
9.107491362815758e+29 278040558.8099925 4487054.5675876215
9.111246229002764e+29 278249139.8099925 4482180.49703219
9.114987641931758e+29 278457720.80999243 4477309.379010845
9.118715603266552e+29 278666301.80999243 4472441.2174617415
9.122430114725718e+29 278874882.80999243 4467576.016306536
9.126131178084035e+29 279083463.8099924 4462713.77945041
9.129818795171045e+29 279292044.8099924 4457854.510782082
9.133492967867452e+29 279500625.8099923 4452998.214173831
9.137153698113046e+29 279709206.8099923 4448144.893481519
9.140800987898778e+29 279917787.8099923 4443294.552544607
9.14443483926604e+29 280126368.80999225 4438447.195186177
9.148055254323237e+29 280334949.80999225 4433602.825212949
9.151662235215524e+29 280543530.80999225 4428761.446415303
9.155255784154348e+29 280752111.8099922 4423923.062567299
9.158835903400877e+29 280960692.8099922 4419087.677426698
9.162402595267439e+29 281169273.80999213 4414255.294734978
9.165955862121846e+29 281377854.80999213 4409425.918217359
9.169495706385954e+29 281586435.80999213 4404599.551582821
9.173022130532059e+29 281795016.8099921 4399776.198524121
9.176535137090824e+29 282003597.8099921 4394955.862717822
9.180034728637587e+29 282212178.809992 4390138.547824303
9.183520907808215e+29 282420759.809992 4385324.257487783
9.186993677286854e+29 282629340.809992 4380512.995336348
9.190453039808088e+29 282837921.80999196 4375704.764981963
9.193898998167754e+29 283046502.80999196 4370899.570020492
9.19733155520636e+29 283255083.80999196 4366097.414031727
9.200750713814858e+29 283463664.8099919 4361298.300579401
9.204156476941124e+29 283672245.8099919 4356502.233211209
9.207548847586357e+29 283880826.80999184 4351709.215458835
9.210927828797872e+29 284089407.80999184 4346919.250837965
9.21429342367847e+29 284297988.80999184 4342132.342848312
9.21764563538067e+29 284506569.8099918 4337348.494973635
9.220984467108873e+29 284715150.8099918 4332567.710681764
9.22430992211792e+29 284923731.8099917 4327789.993424613
9.22762200371886e+29 285132312.8099917 4323015.346638206
9.23092071526381e+29 285340893.8099917 4318243.773742704
9.234206060165417e+29 285549474.80999166 4313475.278142408
9.237478041881007e+29 285758055.80999166 4308709.863225801
9.240736663924827e+29 285966636.80999166 4303947.532365554
9.243981929851478e+29 286175217.8099916 4299188.288918555
9.247213843278253e+29 286383798.8099916 4294432.1362259295
9.250432407860632e+29 286592379.80999154 4289679.077613056
9.253637627312463e+29 286800960.80999154 4284929.116389593
9.256829505398757e+29 287009541.80999154 4280182.255849497
9.260008045924875e+29 287218122.8099915 4275438.49927105
9.263173252755986e+29 287426703.8099915 4270697.84991687
9.266325129798332e+29 287635284.8099914 4265960.311033941
9.269463681017963e+29 287843865.8099914 4261225.885853633
9.272588910420561e+29 288052446.8099914 4256494.577591723
9.27570082206513e+29 288261027.80999136 4251766.389448413
9.278799420061836e+29 288469608.80999136 4247041.324608356
9.281884708565519e+29 288678189.80999136 4242319.386240676
9.284956691783622e+29 288886770.8099913 4237600.57749899
9.288015373967543e+29 289095351.8099913 4232884.90152143
9.291060759425606e+29 289303932.80999124 4228172.361430664
9.294092852503604e+29 289512513.80999124 4223462.960333914
9.29711165760858e+29 289721094.80999124 4218756.701322986
9.300117179181442e+29 289929675.8099912 4214053.587474286
9.30310942172291e+29 290138256.8099912 4209353.621848842
9.306088389777654e+29 290346837.8099911 4204656.807492332
9.309054087936465e+29 290555418.8099911 4199963.147435093
9.312006520839851e+29 290763999.8099911 4195272.644692157
9.314945693175159e+29 290972580.80999106 4190585.3022632645
9.317871609680175e+29 291181161.80999106 4185901.12313289
9.320784275133039e+29 291389742.80999106 4181220.1102702627
9.323683694366654e+29 291598323.809991 4176542.2666293876
9.326569872257156e+29 291806904.809991 4171867.59514907
9.329442813729683e+29 292015485.80999094 4167196.0987529373
9.332302523751165e+29 292224066.80999094 4162527.7803494595
9.335149007344015e+29 292432647.80999094 4157862.6428319714
9.337982269568839e+29 292641228.8099909 4153200.689078698
9.340802315536681e+29 292849809.8099909 4148541.9219527724
9.343609150406866e+29 293058390.8099908 4143886.3443022612
9.346402779381231e+29 293266971.8099908 4139233.9589601867
9.349183207708451e+29 293475552.8099908 4134584.7687445474
9.35195044068476e+29 293684133.80999076 4129938.7764583416
9.354704483648905e+29 293892714.80999076 4125295.984889591
9.357445341992234e+29 294101295.80999076 4120656.3968113605
9.360173021143567e+29 294309876.8099907 4116020.0149817816
9.362887526583604e+29 294518457.8099907 4111386.842144077
9.365588863831958e+29 294727038.80999064 4106756.881026582
9.368277038461563e+29 294935619.80999064 4102130.134342763
9.370952056084263e+29 295144200.80999064 4097506.6047912487
9.37361392235586e+29 295352781.8099906 4092886.295055845
9.376262642985476e+29 295561362.8099906 4088269.2078055604
9.378898223716824e+29 295769943.8099905 4083655.345694631
9.381520670344773e+29 295978524.8099905 4079044.711362538
9.38412998870599e+29 296187105.8099905 4074437.3074340355
9.386726184681094e+29 296395686.80999047 4069833.1365191704
9.389309264200426e+29 296604267.80999047 4065232.2012133067
9.391879233226751e+29 296812848.8099904 4060634.504097148
9.394436097781924e+29 297021429.8099904 4056040.0477367593
9.396979863916618e+29 297230010.8099904 4051448.8346835915
9.399510537736997e+29 297438591.80999035 4046860.867474503
9.402028125385247e+29 297647172.80999035 4042276.148631783
9.404532633051839e+29 297855753.80999035 4037694.680663175
9.407024066969032e+29 298064334.8099903 4033116.4660618985
9.409502433411603e+29 298272915.8099903 4028541.5073066745
9.411967738694678e+29 298481496.8099902 4023969.806861746
9.414419989180943e+29 298690077.8099902 4019401.3671769034
9.41685919127776e+29 298898658.8099902 4014836.190687505
9.4192853514314e+29 299107239.80999017 4010274.2798145004
9.421698476122725e+29 299315820.80999017 4005715.636964456
9.424098571896004e+29 299524401.8099901 4001160.2645295775
9.426485645315685e+29 299732982.8099901 3996608.164887732
9.428859703002418e+29 299941563.8099901 3992059.340402471
9.431220751611444e+29 300150144.80999005 3987513.793423054
9.43356879784556e+29 300358725.80999005 3982971.526284472
9.435903848449357e+29 300567306.80999005 3978432.5413074717
9.438225910204895e+29 300775887.80999 3973896.840798578
9.440534989928823e+29 300984468.80999 3969364.4270501174
9.442831094502641e+29 301193049.8099899 3964835.30234024
9.445114230825144e+29 301401630.8099899 3960309.4689329443
9.447384405845564e+29 301610211.8099899 3955786.9290781007
9.449641626562137e+29 301818792.80998987 3951267.6850114744
9.451885899996154e+29 302027373.80998987 3946751.73895475
9.454117233227994e+29 302235954.8099898 3942239.0931155523
9.456335633362536e+29 302444535.8099898 3937729.7496874714
9.458541107562305e+29 302653116.8099898 3933223.7108500875
9.460733663014325e+29 302861697.80998975 3928720.978768994
9.46291330695606e+29 303070278.80998975 3924221.555595819
9.465080046662447e+29 303278859.80998975 3919725.443468249
9.467233889444448e+29 303487440.8099897 3915232.6445100545
9.469374842657702e+29 303696021.8099897 3910743.1608311124
9.471502913701084e+29 303904602.80998963 3906256.9945274293
9.473618110002289e+29 304113183.80998963 3901774.147681169
9.475720439040896e+29 304321764.80998963 3897294.6223606677
9.477809908322425e+29 304530345.8099896 3892818.4206204657
9.479886525405716e+29 304738926.8099896 3888345.544501327
9.481950297878435e+29 304947507.8099895 3883875.9960302664
9.484001233372921e+29 305156088.8099895 3879409.7772205686
9.486039339557545e+29 305364669.8099895 3874946.890071815
9.488064624143909e+29 305573250.80998945 3870487.336569906
9.490077094875323e+29 305781831.80998945 3866031.118687088
9.492076759535448e+29 305990412.80998945 3861578.238381972
9.494063625955504e+29 306198993.8099894 3857128.6975995605
9.496037701989767e+29 306407574.8099894 3852682.4982712725
9.497998995544398e+29 306616155.80998933 3848239.642314965
9.49994751455726e+29 306824736.80998933 3843800.1316349567
9.501883267000807e+29 307033317.80998933 3839363.968122054
9.503806260895048e+29 307241898.8099893 3834931.1536535732
9.505716504287376e+29 307450479.8099893 3830501.6900933636
9.507614005271298e+29 307659060.8099892 3826075.579291834
9.50949877197059e+29 307867641.8099892 3821652.8230859768
9.511370812550816e+29 308076222.8099892 3817233.4232993866
9.513230135215014e+29 308284803.80998915 3812817.38174229
9.515076748200808e+29 308493384.80998915 3808404.7002115687
9.51691065978185e+29 308701965.80998915 3803995.380490781
9.518731878272147e+29 308910546.8099891 3799589.4243501853
9.520540412023172e+29 309119127.8099891 3795186.8335467703
9.522336269416666e+29 309327708.80998904 3790787.609824271
9.524119458877602e+29 309536289.80998904 3786391.754913198
9.525889988862659e+29 309744870.80998904 3781999.2705308576
9.52764786786887e+29 309953451.809989 3777610.1583813806
9.529393104423528e+29 310162032.809989 3773224.4201557427
9.531125707094284e+29 310370613.8099889 3768842.057531791
9.532845684489137e+29 310579194.8099889 3764463.072174265
9.534553045239144e+29 310787775.8099889 3760087.4657348227
9.536247798020042e+29 310996356.80998886 3755715.2398520666
9.537929951545034e+29 311204937.80998886 3751346.396151563
9.539599514553264e+29 311413518.80998886 3746980.936245871
9.541256495828554e+29 311622099.8099888 3742618.8617345626
9.54290090418643e+29 311830680.8099888 3738260.174204251
9.544532748472682e+29 312039261.80998874 3733904.875228611
9.546152037574894e+29 312247842.80998874 3729552.9663684056
9.547758780413796e+29 312456423.80998874 3725204.4491715087
9.54935298593894e+29 312665004.8099887 3720859.3251729305
9.550934663147439e+29 312873585.8099887 3716517.5958948396
9.552503821053696e+29 313082166.8099886 3712179.262846588
9.554060468718235e+29 313290747.8099886 3707844.3275247393
9.5556046152304e+29 313499328.8099886 3703512.7914130883
9.557136269721329e+29 313707909.80998856 3699184.6559826853
9.558655441342337e+29 313916490.80998856 3694859.922691862
9.560162139295178e+29 314125071.80998856 3690538.5929862563
9.561656372798902e+29 314333652.8099885 3686220.6682988345
9.563138151114349e+29 314542233.8099885 3681906.150049917
9.564607483539833e+29 314750814.80998844 3677595.0396472025
9.566064379401046e+29 314959395.80998844 3673287.3384857913
9.567508848052506e+29 315167976.80998844 3668983.0479482105
9.568940898891964e+29 315376557.8099884 3664682.1694044387
9.57036054134167e+29 315585138.8099884 3660384.704211928
9.571767784865671e+29 315793719.8099883 3656090.653715631
9.573162638951068e+29 316002300.8099883 3651800.0192480236
9.574545113120993e+29 316210881.8099883 3647512.8021291317
9.575915216934606e+29 316419462.80998826 3643229.003666551
9.577272959977008e+29 316628043.80998826 3638948.625155474
9.578618351872213e+29 316836624.8099882 3634671.6678787163
9.579951402268731e+29 317045205.8099882 3630398.133106737
9.581272120856868e+29 317253786.8099882 3626128.022097666
9.582580517342781e+29 317462367.80998814 3621861.336097326
9.583876601491717e+29 317670948.80998814 3617598.0763392583
9.585160383061714e+29 317879529.80998814 3613338.244044747
9.586431871879987e+29 318088110.8099881 3609081.8404228445
9.58769107778528e+29 318296691.8099881 3604828.8666703934
9.588938010648041e+29 318505272.809988 3600579.323972052
9.59017268037475e+29 318713853.809988 3596333.213500319
9.591395096902149e+29 318922434.809988 3592090.536415558
9.592605270190037e+29 319131015.80998796 3587851.2938660206
9.593803210248656e+29 319339596.80998796 3583615.486987872
9.59498892709113e+29 319548177.8099879 3579383.116905216
9.596162430785345e+29 319756758.8099879 3575154.184730117
9.597323731416482e+29 319965339.8099879 3570928.691562627
9.598472839107192e+29 320173920.80998784 3566706.6384908073
9.59960976399886e+29 320382501.80998784 3562488.026590755
9.60073451627755e+29 320591082.80998784 3558272.8569266275
9.601847106146614e+29 320799663.8099878 3554061.130550665
9.602947543851202e+29 321008244.8099878 3549852.8485032152
9.604035839652317e+29 321216825.8099877 3545648.0118127614
9.605112003854193e+29 321425406.8099877 3541446.6214959417
9.60617604677836e+29 321633987.8099877 3537248.6785575766
9.60722797878526e+29 321842568.80998766 3533054.1839906913
9.608267810259832e+29 322051149.80998766 3528863.1387765426
9.609295551618722e+29 322259730.8099876 3524675.5438846415
9.610311213298753e+29 322468311.8099876 3520491.400272777
9.611314805779981e+29 322676892.8099876 3516310.7088870425
9.612306339558315e+29 322885473.80998755 3512133.470661859
9.613285825165693e+29 323094054.80998755 3507959.68652
9.614253273161435e+29 323302635.80998755 3503789.357372615
9.615208694127919e+29 323511216.8099875 3499622.484119255
9.616152098686434e+29 323719797.8099875 3495459.0676478962
9.617083497477005e+29 323928378.8099874 3491299.108834964
9.618002901167038e+29 324136959.8099874 3487142.6085453583
9.618910320457086e+29 324345540.8099874 3482989.5676324777
9.619805766080848e+29 324554121.80998737 3478839.9869382433
9.62068924878211e+29 324762702.80998737 3474693.867293123
9.621560779343573e+29 324971283.8099873 3470551.2095161583
9.622420368582521e+29 325179864.8099873 3466412.014414984
9.623268027329211e+29 325388445.8099873 3462276.282785857
9.624103766447045e+29 325597026.80998725 3458144.0154136783
9.624927596831133e+29 325805607.80998725 3454015.2130720187
9.625739529392435e+29 326014188.80998725 3449889.8765231413
9.626539575079381e+29 326222769.8099872 3445768.0065180277
9.627327744864903e+29 326431350.8099872 3441649.603796402
