mass_enclosed, radius, density
1.0035718922367133e+33 374822142.8099818 2581855.9475626517
1.00452339137152e+33 375030723.8099818 2578542.867674586
1.0054747268520243e+33 375239304.8099818 2575233.170593334
1.006425897797608e+33 375447885.80998176 2571926.855065176
1.0073769033290887e+33 375656466.80998176 2568623.919830474
1.0083277425687218e+33 375865047.8099817 2565324.363623693
1.0092784146402e+33 376073628.8099817 2562028.1851734207
1.0102289186686526e+33 376282209.8099817 2558735.383202383
1.0111792537806479e+33 376490790.80998164 2555445.956427472
1.0121294191041926e+33 376699371.80998164 2552159.90355976
1.0130794137687311e+33 376907952.8099816 2548877.2233045213
1.0140292369051473e+33 377116533.8099816 2545597.9143612534
1.0149788876457646e+33 377325114.8099816 2542321.9754236927
1.0159283651243464e+33 377533695.8099815 2539049.4051798386
1.0168776684760954e+33 377742276.8099815 2535780.202311971
1.0178267968376545e+33 377950857.8099815 2532514.3654966727
1.0187757493471078e+33 378159438.80998147 2529251.8934048447
1.0197245251439798e+33 378368019.80998147 2525992.78470173
1.0206731233692364e+33 378576600.8099814 2522737.038046931
1.021621543165284e+33 378785181.8099814 2519484.6520944294
1.0225697836759725e+33 378993762.8099814 2516235.625492606
1.0235178440465916e+33 379202343.80998135 2512989.956884262
1.0244657234238749e+33 379410924.80998135 2509747.6449066373
1.0254134209559971e+33 379619505.8099813 2506508.688191428
1.0263609357925767e+33 379828086.8099813 2503273.0853648055
1.0273082670846743e+33 380036667.8099813 2500040.8350474453
1.0282554139847936e+33 380245248.8099812 2496811.9358545314
1.0292023756468825e+33 380453829.8099812 2493586.386395788
1.0301491512263312e+33 380662410.8099812 2490364.1852754937
1.0310957398799747e+33 380870991.80998117 2487145.3310925015
1.032042140766091e+33 381079572.80998117 2483929.822440258
1.0329883530444027e+33 381288153.8099811 2480717.6579068233
1.0339343758760769e+33 381496734.8099811 2477508.8360748887
1.0348802084237248e+33 381705315.8099811 2474303.355521799
1.0358258498514021e+33 381913896.80998105 2471101.2148195677
1.0367712993246095e+33 382122477.80998105 2467902.4125349005
1.0377165560102931e+33 382331058.809981 2464706.9472292108
1.0386616190768429e+33 382539639.809981 2461514.8174586417
1.0396064876940955e+33 382748220.809981 2458326.021774082
1.0405511610333317e+33 382956801.8099809 2455140.5587211875
1.0414956382672784e+33 383165382.8099809 2451958.4268404003
1.0424399185701076e+33 383373963.8099809 2448779.624666966
1.0433840011174378e+33 383582544.80998087 2445604.150730953
1.044327885086332e+33 383791125.80998087 2442432.0035572746
1.0452715696553004e+33 383999706.8099808 2439263.181665703
1.0462150540042988e+33 384208287.8099808 2436097.683570893
1.0471583373147284e+33 384416868.8099808 2432935.507782395
1.0481014187694369e+33 384625449.80998075 2429776.6528046792
1.0490442975527191e+33 384834030.80998075 2426621.117137154
1.0499869728503147e+33 385042611.8099807 2423468.899274181
1.0509294438494103e+33 385251192.8099807 2420319.997705096
1.051871709738639e+33 385459773.8099807 2417174.410914229
1.0528137697080799e+33 385668354.80998063 2414032.1373809213
1.053755622949259e+33 385876935.80998063 2410893.1755795428
1.0546972686551482e+33 386085516.80998063 2407757.5239795153
1.0556387060201668e+33 386294097.8099806 2404625.181045324
1.0565799342401795e+33 386502678.8099806 2401496.1452365443
1.0575209525124983e+33 386711259.8099805 2398370.4150078534
1.0584617600358812e+33 386919840.8099805 2395247.988809052
1.0594023560105332e+33 387128421.8099805 2392128.8650850826
1.0603427396381053e+33 387337002.80998045 2389013.0422760486
1.0612829101216952e+33 387545583.80998045 2385900.5188172287
1.0622228666658472e+33 387754164.8099804 2382791.2931391015
1.0631626084765517e+33 387962745.8099804 2379685.363667359
1.0641021347612456e+33 388171326.8099804 2376582.728822928
1.0650414447288122e+33 388379907.80998033 2373483.3870219844
1.0659805375895808e+33 388588488.80998033 2370387.336675976
1.0669194125553273e+33 388797069.80998033 2367294.5761916386
1.0678580688392733e+33 389005650.8099803 2364205.1039710147
1.0687965056560873e+33 389214231.8099803 2361118.9184114705
1.0697347222218827e+33 389422812.8099802 2358036.0179057154
1.0706727177542195e+33 389631393.8099802 2354956.400841818
1.0716104914721037e+33 389839974.8099802 2351880.065603228
1.0725480425959864e+33 390048555.80998015 2348807.010568791
1.0734853703477647e+33 390257136.80998015 2345737.2341127684
1.0744224739507813e+33 390465717.8099801 2342670.734604854
1.0753593526298244e+33 390674298.8099801 2339607.5104101915
1.076296005611127e+33 390882879.8099801 2336547.559889394
1.0772324321223675e+33 391091460.80998003 2333490.881398561
1.0781686313926696e+33 391300041.80998003 2330437.473289298
1.0791046026526014e+33 391508622.80998003 2327387.3339087316
1.0800403451341759e+33 391717203.80998 2324340.4615995297
1.0809758580708511e+33 391925784.80998 2321296.8546999167
1.0819111406975289e+33 392134365.8099799 2318256.511543694
1.0828461922505556e+33 392342946.8099799 2315219.4304602556
1.0837810119677214e+33 392551527.8099799 2312185.609774608
1.0847155990882614e+33 392760108.80997986 2309155.0478073857
1.085649952852853e+33 392968689.80997986 2306127.742874867
1.086584072503618e+33 393177270.8099798 2303103.6932889996
1.0875179572841216e+33 393385851.8099798 2300082.8973574084
1.0884516064393714e+33 393594432.8099798 2297065.3533834205
1.0893850192158188e+33 393803013.80997974 2294051.0596660767
1.0903181948613575e+33 394011594.80997974 2291040.014500154
1.0912511326253237e+33 394220175.80997974 2288032.2161761797
1.0921838317584957e+33 394428756.8099797 2285027.6629804512
1.0931162915130946e+33 394637337.8099797 2282026.3531950526
1.0940485111427821e+33 394845918.8099796 2279028.285097869
1.0949804899026626e+33 395054499.8099796 2276033.4569626097
1.0959122270492812e+33 395263080.8099796 2273041.8670588196
1.0968437218406244e+33 395471661.80997956 2270053.513651902
1.097774973536119e+33 395680242.80997956 2267068.3950031307
1.0987059813966328e+33 395888823.8099795 2264086.5093696704
1.0996367446844737e+33 396097404.8099795 2261107.855004593
1.1005672626633897e+33 396305985.8099795 2258132.4301568945
1.1014975345985683e+33 396514566.80997944 2255160.2330715116
1.1024275597566365e+33 396723147.80997944 2252191.261989341
1.1033573374056603e+33 396931728.80997944 2249225.5151472543
1.1042868668151446e+33 397140309.8099794 2246262.990778115
1.1052161472560329e+33 397348890.8099794 2243303.6871107975
1.1061451780007067e+33 397557471.8099793 2240347.6023702
1.1070739583229856e+33 397766052.8099793 2237394.734777269
1.1080024874981265e+33 397974633.8099793 2234445.0825490053
1.1089307648028239e+33 398183214.80997926 2231498.6438984913
1.1098587895152085e+33 398391795.80997926 2228555.4170349003
1.1107865609148484e+33 398600376.8099792 2225615.4001635187
1.1117140782827472e+33 398808957.8099792 2222678.5914857606
1.1126413409013448e+33 399017538.8099792 2219744.9891991834
1.1135683480545162e+33 399226119.80997914 2216814.5914975055
1.1144950990275718e+33 399434700.80997914 2213887.3965706225
1.1154215931072568e+33 399643281.8099791 2210963.402604624
1.11634782958175e+33 399851862.8099791 2208042.6077818135
1.1172738077406659e+33 400060443.8099791 2205125.010280719
1.1181995268750507e+33 400269024.809979 2202210.608276113
1.119124986277385e+33 400477605.809979 2199299.39993903
1.1200501852415818e+33 400686186.809979 2196391.383436781
1.1209751230629869e+33 400894767.80997896 2193486.556932969
1.1218997990383779e+33 401103348.80997896 2190584.9185875095
1.1228242124659634e+33 401311929.8099789 2187686.4665566427
1.1237483626453842e+33 401520510.8099789 2184791.1989929522
1.1246722488777116e+33 401729091.8099789 2181899.11404538
1.1255958704654465e+33 401937672.80997884 2179010.209859245
1.1265192267125207e+33 402146253.80997884 2176124.4845762555
1.127442316924295e+33 402354834.8099788 2173241.9363345294
1.1283651404075593e+33 402563415.8099788 2170362.563268609
1.1292876964705317e+33 402771996.8099788 2167486.3635094757
1.1302099844228593e+33 402980577.8099787 2164613.3351845685
1.131132003575616e+33 403189158.8099787 2161743.4764177976
1.132053753241303e+33 403397739.8099787 2158876.7853295635
1.132975232733849e+33 403606320.80997866 2156013.2600367703
1.133896441368608e+33 403814901.80997866 2153152.898652844
1.1348173784623603e+33 404023482.8099786 2150295.6992877456
1.1357380433333111e+33 404232063.8099786 2147441.660047991
1.1366584353010908e+33 404440644.8099786 2144590.7790366644
1.1375785536867538e+33 404649225.80997854 2141743.054353432
1.1384983978127787e+33 404857806.80997854 2138898.4840945625
1.1394179670030668e+33 405066387.8099785 2136057.066352942
1.1403372605829429e+33 405274968.8099785 2133218.7992180865
1.1412562778791536e+33 405483549.8099785 2130383.680776162
1.142175018219867e+33 405692130.8099784 2127551.7091099964
1.1430934809346731e+33 405900711.8099784 2124722.8822990977
1.1440116653545817e+33 406109292.8099784 2121897.198419669
1.1449295708120238e+33 406317873.80997837 2119074.655544624
1.1458471966408488e+33 406526454.80997837 2116255.251743604
1.1467645421763263e+33 406735035.8099783 2113438.98508299
1.1476816067551438e+33 406943616.8099783 2110625.853625922
1.148598389715407e+33 407152197.8099783 2107815.8554323125
1.149514890396639e+33 407360778.80997825 2105008.9885588638
1.1504311081397793e+33 407569359.80997825 2102205.2510590805
1.1513470422871843e+33 407777940.8099782 2099404.6409832872
1.1522626921826256e+33 407986521.8099782 2096607.156378645
1.1531780571712904e+33 408195102.8099782 2093812.7952891628
1.1540931365997795e+33 408403683.8099781 2091021.5557557165
1.1550079298161086e+33 408612264.8099781 2088233.435816064
1.1559224361697062e+33 408820845.8099781 2085448.4335048574
1.156836655011414e+33 409029426.80997807 2082666.5468536618
1.1577505856934854e+33 409238007.80997807 2079887.7738909675
1.1586642275695854e+33 409446588.809978 2077112.1126422088
1.15957757999479e+33 409655169.809978 2074339.5611297754
1.1604906423255856e+33 409863750.809978 2071570.1173730302
1.1614034139198682e+33 410072331.80997795 2068803.7793883234
1.1623158941369427e+33 410280912.80997795 2066040.5451890077
1.1632280823375226e+33 410489493.8099779 2063280.4127854523
1.164139977883729e+33 410698074.8099779 2060523.3801850595
1.1650515801390902e+33 410906655.8099779 2057769.4453922797
1.1659628884685413e+33 411115236.8099778 2055018.6064086254
1.1668739022384229e+33 411323817.8099778 2052270.8612326866
1.167784620816481e+33 411532398.8099778 2049526.2078601436
1.1686950435718656e+33 411740979.80997777 2046784.6442837873
1.1696051698751312e+33 411949560.80997777 2044046.1684935282
1.1705149990982355e+33 412158141.8099777 2041310.7784764136
1.1714245306145383e+33 412366722.8099777 2038578.4722166427
1.1723337637988016e+33 412575303.8099777 2035849.2476955818
1.1732426980271886e+33 412783884.80997765 2033123.102891776
1.1741513326772624e+33 412992465.80997765 2030400.035780968
1.1750596671279864e+33 413201046.8099776 2027680.0443361108
1.1759677007597233e+33 413409627.8099776 2024963.1265273814
1.176875432954234e+33 413618208.8099776 2022249.2803221962
1.1777828630946764e+33 413826789.80997753 2019538.5036852253
1.1786899905656067e+33 414035370.80997753 2016830.7945784095
1.1795968147529764e+33 414243951.80997753 2014126.1509609697
1.180503335044133e+33 414452532.8099775 2011424.5707894277
1.1814095508278185e+33 414661113.8099775 2008726.0520176138
1.1823154614941693e+33 414869694.8099774 2006030.5925966862
1.1832210664347153e+33 415078275.8099774 2003338.190475144
1.1841263650423786e+33 415286856.8099774 2000648.8435988415
1.1850313567114737e+33 415495437.80997735 1997962.5499110015
1.185936040837706e+33 415704018.80997735 1995279.307352232
1.1868404168181712e+33 415912599.8099773 1992599.1138605361
1.1877444840513554e+33 416121180.8099773 1989921.967371333
1.1886482419371325e+33 416329761.8099773 1987247.8658174644
1.1895516898767658e+33 416538342.80997723 1984576.807129215
1.190454827272905e+33 416746923.80997723 1981908.789234322
1.1913576535295868e+33 416955504.80997723 1979243.8100579937
1.1922601680522343e+33 417164085.80997723 1976581.8675229189
1.1931623702476548e+33 417372666.80997723 1973922.959549285
1.19406425952404e+33 417581247.8099772 1971267.0840547888
1.194965835290966e+33 417789828.8099772 1968614.238954653
1.195867096959391e+33 417998409.8099771 1965964.422161639
1.1967680439416552e+33 418206990.8099771 1963317.6315860595
1.1976686756514801e+33 418415571.8099771 1960673.8651357947
1.1985689915039673e+33 418624152.80997705 1958033.1207163048
1.1994689909155982e+33 418832733.80997705 1955395.396230644
1.2003686733042332e+33 419041314.809977 1952760.6895794764
1.2012680380891102e+33 419249895.809977 1950128.9986610853
1.2021670846908447e+33 419458476.809977 1947500.3213713914
1.2030658125314274e+33 419667057.80997694 1944874.6556039627
1.2039642210342258e+33 419875638.80997694 1942251.999250032
1.2048623096239817e+33 420084219.8099769 1939632.3501985075
1.2057600777268102e+33 420292800.8099769 1937015.7063359874
1.2066575247702001e+33 420501381.8099769 1934402.0655467755
1.2075546501830119e+33 420709962.8099768 1931791.4257128898
1.2084514533954775e+33 420918543.8099768 1929183.7847140813
1.2093479338391994e+33 421127124.8099768 1926579.1404278437
1.2102440909471497e+33 421335705.80997676 1923977.4907294305
1.2111399241536692e+33 421544286.80997676 1921378.8334918648
1.2120354328944666e+33 421752867.8099767 1918783.1665859541
1.2129306166066183e+33 421961448.8099767 1916190.4878803056
1.2138254747285656e+33 422170029.8099767 1913600.7952413359
1.2147200067001156e+33 422378610.80997664 1911014.0865332873
1.2156142119624411e+33 422587191.80997664 1908430.3596182389
1.2165080899580766e+33 422795772.8099766 1905849.612356122
1.2174016401309204e+33 423004353.8099766 1903271.8426047321
1.2182948619262325e+33 423212934.8099766 1900697.0482197425
1.2191877547906337e+33 423421515.8099765 1898125.2270547156
1.2200803181721046e+33 423630096.8099765 1895556.37696112
1.2209725515199854e+33 423838677.8099765 1892990.4957883393
1.2218644542849744e+33 424047258.80997646 1890427.5813836872
1.222756025919127e+33 424255839.80997646 1887867.6315924227
1.2236472658758558e+33 424464420.8099764 1885310.6442577578
1.2245381736099276e+33 424673001.8099764 1882756.6172208756
1.2254287485774648e+33 424881582.8099764 1880205.5483209412
1.2263189902359436e+33 425090163.80997634 1877657.4353951132
1.2272088980441928e+33 425298744.80997634 1875112.2762785598
1.2280984714623927e+33 425507325.8099763 1872570.068804469
1.228987709952075e+33 425715906.8099763 1870030.810804062
1.2298766129761209e+33 425924487.8099763 1867494.500106606
1.2307651799987618e+33 426133068.8099762 1864961.1345394284
1.231653410485576e+33 426341649.8099762 1862430.711927929
1.2325413039034898e+33 426550230.8099762 1859903.23009559
1.233428859720775e+33 426758811.80997616 1857378.6868639938
1.2343160774070499e+33 426967392.80997616 1854857.0800528289
1.235202956433276e+33 427175973.8099761 1852338.4074799104
1.2360894962717588e+33 427384554.8099761 1849822.6669611847
1.2369756963961466e+33 427593135.8099761 1847309.8563107497
1.2378615562814283e+33 427801716.80997604 1844799.9733408599
1.2387470754039342e+33 428010297.80997604 1842293.0158619464
1.239632253241334e+33 428218878.809976 1839788.9816826219
1.2405170892726357e+33 428427459.809976 1837287.8686096992
1.2414015829781851e+33 428636040.809976 1834789.6744481996
1.2422857338396651e+33 428844621.8099759 1832294.3970013678
1.2431695413400934e+33 429053202.8099759 1829802.0340706843
1.2440530049638227e+33 429261783.8099759 1827312.583455875
1.2449361241965405e+33 429470364.80997586 1824826.0429549266
1.2458188985252655e+33 429678945.80997586 1822342.4103640958
1.2467013274383491e+33 429887526.8099758 1819861.683477926
1.247583410425473e+33 430096107.8099758 1817383.860089255
1.2484651469776494e+33 430304688.8099758 1814908.9379892298
1.2493465365872177e+33 430513269.80997574 1812436.914967317
1.2502275787478472e+33 430721850.80997574 1809967.7888113167
1.2511082729545319e+33 430930431.8099757 1807501.5573073751
1.251988618703593e+33 431139012.8099757 1805038.2182399929
1.2528686154926757e+33 431347593.8099757 1802577.769392041
1.2537482628207492e+33 431556174.8099756 1800120.2085447714
1.2546275601881053e+33 431764755.8099756 1797665.5334778277
1.2555065070963572e+33 431973336.8099756 1795213.7419692597
1.256385103048439e+33 432181917.80997556 1792764.8317955344
1.2572633475486048e+33 432390498.80997556 1790318.8007315462
1.2581412401024268e+33 432599079.8099755 1787875.6465506305
1.2590187802167942e+33 432807660.8099755 1785435.3670245765
1.2598959673999142e+33 433016241.8099755 1782997.9599236355
1.2607728011613083e+33 433224822.80997545 1780563.4230165356
1.2616492810118127e+33 433433403.80997545 1778131.754070493
1.2625254064635773e+33 433641984.8099754 1775702.9508512237
1.2634011770300637e+33 433850565.8099754 1773277.011122954
1.2642765922260458e+33 434059146.8099754 1770853.9326484338
1.2651516515676067e+33 434267727.8099753 1768433.7131889472
1.2660263545721394e+33 434476308.8099753 1766016.3505043245
1.2669007007583446e+33 434684889.8099753 1763601.8423529516
1.26777468964623e+33 434893470.80997527 1761190.1864917886
1.2686483207571096e+33 435102051.80997527 1758781.3806763713
1.2695215936136023e+33 435310632.8099752 1756375.4226608304
1.2703945077396312e+33 435519213.8099752 1753972.3101979005
1.2712670626604212e+33 435727794.8099752 1751572.0410389293
1.2721392579024992e+33 435936375.80997515 1749174.6129338935
1.2730110929936938e+33 436144956.80997515 1746780.023631406
1.2738825674631318e+33 436353537.8099751 1744388.2708787292
1.2747536808412392e+33 436562118.8099751 1741999.3524217876
1.2756244326597386e+33 436770699.8099751 1739613.266005176
1.27649482245165e+33 436979280.809975 1737230.0093721729
1.277364849751288e+33 437187861.809975 1734849.5802647516
1.2782345140942609e+33 437396442.809975 1732471.9764235904
1.2791038150174708e+33 437605023.80997497 1730097.1955880842
1.2799727520591112e+33 437813604.80997497 1727725.2354963566
1.2808413247586666e+33 438022185.8099749 1725356.0938852709
1.2817095326569105e+33 438230766.8099749 1722989.7684904397
1.282577375295906e+33 438439347.8099749 1720626.2570462364
1.2834448522190036e+33 438647928.80997485 1718265.557285807
1.284311962970839e+33 438856509.80997485 1715907.666941082
1.2851787070973345e+33 439065090.8099748 1713552.5837427853
1.2860450841456956e+33 439273671.8099748 1711200.3054204457
1.2869110936644115e+33 439482252.8099748 1708850.8297024094
1.2877767352032521e+33 439690833.80997473 1706504.1543158477
1.2886420083132693e+33 439899414.80997473 1704160.276986772
1.2895069125467948e+33 440107995.8099747 1701819.1954400411
1.2903714474574374e+33 440316576.8099747 1699480.9073993736
1.291235612600084e+33 440525157.8099747 1697145.4105873602
1.2920994075308979e+33 440733738.8099746 1694812.70272547
1.2929628318073176e+33 440942319.8099746 1692482.7815340662
1.2938258849880548e+33 441150900.8099746 1690155.644732413
1.2946885666330942e+33 441359481.80997455 1687831.29003869
1.2955508763036936e+33 441568062.80997455 1685509.7151699988
1.2964128135623787e+33 441776643.8099745 1683190.9178423763
1.2972743779729469e+33 441985224.8099745 1680874.8957708052
1.2981355691004625e+33 442193805.8099745 1678561.6466692241
1.298996386511257e+33 442402386.80997443 1676251.168250536
1.2998568297729283e+33 442610967.80997443 1673943.4582266212
1.3007168984543387e+33 442819548.8099744 1671638.5143083485
1.301576592125614e+33 443028129.8099744 1669336.3342055848
1.302435910358142e+33 443236710.8099744 1667036.915627204
1.303294852724573e+33 443445291.8099743 1664740.2562810984
1.3041534187988162e+33 443653872.8099743 1662446.3538741898
1.3050116081560402e+33 443862453.8099743 1660155.2061124393
1.305869420372671e+33 444071034.80997425 1657866.8107008573
1.3067268550263917e+33 444279615.80997425 1655581.1653435153
1.30758391169614e+33 444488196.8099742 1653298.2677435533
1.3084405899621082e+33 444696777.8099742 1651018.115603192
1.309296889405742e+33 444905358.8099742 1648740.7066237442
1.3101528096097382e+33 445113939.80997413 1646466.0385056215
1.311008350158045e+33 445322520.80997413 1644194.1089483486
1.3118635106358594e+33 445531101.8099741 1641924.91565057
1.312718290629626e+33 445739682.8099741 1639658.4563100608
1.3135726897270387e+33 445948263.8099741 1637394.7286237392
1.3144267075170356e+33 446156844.809974 1635133.7302876734
1.315280343589799e+33 446365425.809974 1632875.4589970931
1.316133597536757e+33 446574006.809974 1630619.9124463997
1.3169864689505766e+33 446782587.80997396 1628367.0883291762
1.3178389574251692e+33 446991168.80997396 1626116.984338196
1.3186910625556832e+33 447199749.8099739 1623869.598165435
1.3195427839385083e+33 447408330.8099739 1621624.927502079
1.3203941211712695e+33 447616911.8099739 1619382.9700385344
1.3212450738528294e+33 447825492.80997384 1617143.7234644396
1.322095641583285e+33 448034073.80997384 1614907.185468673
1.322945823963967e+33 448242654.8099738 1612673.3537393643
1.3237956205974393e+33 448451235.8099738 1610442.2259639013
1.324645031087497e+33 448659816.8099738 1608213.799828943
1.3254940550391647e+33 448868397.8099737 1605988.0730204282
1.326342692058696e+33 449076978.8099737 1603765.0432235834
1.3271909417535734e+33 449285559.8099737 1601544.7081229363
1.3280388037325046e+33 449494140.80997366 1599327.0654023206
1.3288862776054232e+33 449702721.80997366 1597112.1127448902
1.3297333629834868e+33 449911302.8099736 1594899.8478331254
1.3305800594790752e+33 450119883.8099736 1592690.2683488436
1.3314263667057903e+33 450328464.8099736 1590483.3719732095
1.3322722842784542e+33 450537045.80997354 1588279.1563867442
1.3331178118131082e+33 450745626.80997354 1586077.6192693342
1.3339629489270104e+33 450954207.8099735 1583878.758300241
1.3348076952386373e+33 451162788.8099735 1581682.571158111
1.3356520503676796e+33 451371369.8099735 1579489.0555209832
1.3364960139350424e+33 451579950.8099734 1577298.2090663014
1.3373395855628432e+33 451788531.8099734 1575110.0294709215
1.338182764874412e+33 451997112.8099734 1572924.514411121
1.339025551494288e+33 452205693.80997336 1570741.661562609
1.3398679450482207e+33 452414274.80997336 1568561.4686005344
1.340709945163166e+33 452622855.8099733 1566383.9331994972
1.3415515514672884e+33 452831436.8099733 1564209.0530335542
1.3423927635899562e+33 453040017.8099733 1562036.8257762315
1.3432335811617422e+33 453248598.80997324 1559867.2491005324
1.3440740038144215e+33 453457179.80997324 1557700.3206789473
1.344914031180972e+33 453665760.8099732 1555536.0381834593
1.3457536628955703e+33 453874341.8099732 1553374.3992855586
1.3465928985935934e+33 454082922.8099732 1551215.4016562481
1.3474317379116156e+33 454291503.8099731 1549059.0429660543
1.3482701804874077e+33 454500084.8099731 1546905.3208850333
1.349108225959935e+33 454708665.8099731 1544754.2330827825
1.3499458739693574e+33 454917246.80997306 1542605.777228449
1.3507831241570282e+33 455125827.80997306 1540459.9509907379
1.351619976165491e+33 455334408.809973 1538316.7520379229
1.352456429638479e+33 455542989.809973 1536176.1780378525
1.3532924842209164e+33 455751570.809973 1534038.226657961
1.3541281395589124e+33 455960151.80997294 1531902.8955652758
1.3549633952997642e+33 456168732.80997294 1529770.1824264273
1.3557982510919535e+33 456377313.8099729 1527640.0849076568
1.3566327065851455e+33 456585894.8099729 1525512.6006748278
1.3574667614301884e+33 456794475.8099729 1523387.72739343
1.3583004152791104e+33 457003056.8099728 1521265.4627285916
1.3591336677851207e+33 457211637.8099728 1519145.8043450874
1.359966518602607e+33 457420218.8099728 1517028.749907346
1.3607989673871332e+33 457628799.80997276 1514914.297079461
1.3616310137954397e+33 457837380.80997276 1512802.4435251975
1.3624626574854423e+33 458045961.8099727 1510693.186908
1.363293898116229e+33 458254542.8099727 1508586.5248910037
1.364124735348061e+33 458463123.8099727 1506482.4551370414
1.3649551688423693e+33 458671704.80997264 1504380.9753086509
1.3657851982617546e+33 458880285.80997264 1502282.0830680863
1.3666148232699863e+33 459088866.8099726 1500185.7760773224
1.3674440435319998e+33 459297447.8099726 1498092.051998068
1.3682728587138972e+33 459506028.8099726 1496000.9084917707
1.369101268482944e+33 459714609.8099725 1493912.3432196255
1.3699292725075683e+33 459923190.8099725 1491826.353842586
1.3707568704573612e+33 460131771.80997247 1489742.9380213686
1.3715840620030725e+33 460340352.80997247 1487662.093416464
1.3724108468166126e+33 460548933.80997247 1485583.817688145
1.3732372245710482e+33 460757514.8099724 1483508.1084964727
1.3740631949406033e+33 460966095.8099724 1481434.9635013063
1.3748887576006562e+33 461174676.8099724 1479364.3803623125
1.3757139122277404e+33 461383257.80997235 1477296.3567389715
1.3765386584995394e+33 461591838.80997235 1475230.890290585
1.3773629960948903e+33 461800419.8099723 1473167.978676287
1.378186924693779e+33 462009000.8099723 1471107.6195550489
1.379010443977339e+33 462217581.8099723 1469049.8105856893
1.379833553627853e+33 462426162.8099722 1466994.5494268818
1.3806562533287472e+33 462634743.8099722 1464941.8337371626
1.3814785427645936e+33 462843324.80997217 1462891.6611749385
1.3823004216211074e+33 463051905.80997217 1460844.029398495
1.3831218895851448e+33 463260486.80997217 1458798.9360660058
1.383942946344704e+33 463469067.8099721 1456756.3788355372
1.3847635915889215e+33 463677648.8099721 1454716.355365059
1.3855838250080707e+33 463886229.8099721 1452678.8633124519
1.3864036462935625e+33 464094810.80997205 1450643.9003355128
1.387223055137944e+33 464303391.80997205 1448611.4640919685
1.3880420512348942e+33 464511972.809972 1446581.5522394762
1.3888606342792257e+33 464720553.809972 1444554.1624356364
1.3896788039668823e+33 464929134.809972 1442529.2923379992
1.390496559994937e+33 465137715.8099719 1440506.9396040726
1.3913139020615918e+33 465346296.8099719 1438487.101891327
1.392130829866176e+33 465554877.80997187 1436469.7768572085
1.3929473431091443e+33 465763458.80997187 1434454.9621591414
1.393763441492076e+33 465972039.80997187 1432442.655454538
1.394579124717674e+33 466180620.8099718 1430432.854400807
1.3953943924897617e+33 466389201.8099718 1428425.556655361
1.396209244513285e+33 466597782.8099718 1426420.7598756219
1.3970236804943067e+33 466806363.80997175 1424418.4617190296
1.3978377001400083e+33 467014944.80997175 1422418.659843051
1.3986513031586884e+33 467223525.8099717 1420421.3519051855
1.3994644892597595e+33 467432106.8099717 1418426.5355629735
1.4002772581537482e+33 467640687.8099717 1416434.2084740042
1.401089609552294e+33 467849268.80997163 1414444.3682959217
1.4019015431681465e+33 468057849.80997163 1412457.0126864335
1.4027130587151658e+33 468266430.8099716 1410472.139303317
1.4035241559083188e+33 468475011.8099716 1408489.745804428
1.4043348344636823e+33 468683592.8099716 1406509.8298477076
1.4051450940984345e+33 468892173.8099715 1404532.3890911888
1.4059549345308616e+33 469100754.8099715 1402557.4211930048
1.4067643554803503e+33 469309335.8099715 1400584.9238113952
1.40757335666739e+33 469517916.80997145 1398614.894604715
1.40838193781357e+33 469726497.80997145 1396647.331231439
1.4091900986415775e+33 469935078.8099714 1394682.2313501723
1.4099978388751986e+33 470143659.8099714 1392719.5926196554
1.4108051582393145e+33 470352240.8099714 1390759.4126987706
1.411612056459901e+33 470560821.80997133 1388801.689246553
1.412418533264028e+33 470769402.80997133 1386846.4199221926
1.4132245883798562e+33 470977983.8099713 1384893.602385044
1.4140302215366378e+33 471186564.8099713 1382943.2342946343
1.4148354324647147e+33 471395145.8099713 1380995.313310668
1.4156402208955154e+33 471603726.8099712 1379049.8370930366
1.416444586561555e+33 471812307.8099712 1377106.8033018222
1.417248529196435e+33 472020888.8099712 1375166.2095973073
1.4180520485348394e+33 472229469.80997115 1373228.0536399796
1.4188551443125353e+33 472438050.80997115 1371292.333090542
1.4196578162663705e+33 472646631.8099711 1369359.0456099166
1.4204600641342725e+33 472855212.8099711 1367428.188859253
1.4212618876552468e+33 473063793.8099711 1365499.7604999335
1.4220632865693758e+33 473272374.80997103 1363573.7581935837
1.4228642606178187e+33 473480955.80997103 1361650.1796020735
1.423664809542807e+33 473689536.809971 1359729.0223875302
1.4244649330876462e+33 473898117.809971 1357810.2842123408
1.4252646309967123e+33 474106698.809971 1355893.9627391612
1.4260639030154522e+33 474315279.8099709 1353980.0556309195
1.4268627488903814e+33 474523860.8099709 1352068.5605508278
1.4276611683690817e+33 474732441.8099709 1350159.475162386
1.4284591612002016e+33 474941022.80997086 1348252.797129387
1.4292567271334547e+33 475149603.80997086 1346348.5241159268
1.4300538659196157e+33 475358184.8099708 1344446.6537864078
1.430850577310523e+33 475566765.8099708 1342547.1838055481
1.4316468610590747e+33 475775346.8099708 1340650.1118383869
1.4324427169192276e+33 475983927.80997074 1338755.4355502904
1.4332381446459966e+33 476192508.80997074 1336863.1526069604
1.4340331439954525e+33 476401089.8099707 1334973.2606744368
1.434827714724721e+33 476609670.8099707 1333085.7574191093
1.435621856591981e+33 476818251.8099707 1331200.6405077197
1.436415569356464e+33 477026832.8099706 1329317.907607371
