mass, radius, density
1.3289988824900e+33 1.0241634627184e+12 2.8548214580264e+00
1.3328125858441e+33 1.0242663038338e+12 2.7879265622234e+00
1.3369062073831e+33 1.0243786754192e+12 2.5659711196938e+00
1.3411895550402e+33 1.0245157433939e+12 2.1203683695393e+00
1.3450222626192e+33 1.0246750604694e+12 1.7553929188353e+00
1.3488688868623e+33 1.0248482128770e+12 1.6117440483705e+00
1.3526373675250e+33 1.0250284472713e+12 1.5887976515723e+00
1.3563900152334e+33 1.0252067823503e+12 1.6049845370285e+00
1.3601211198588e+33 1.0253815136509e+12 1.6376614260036e+00
1.3638453708687e+33 1.0255513955440e+12 1.6840338005964e+00
1.3675730960042e+33 1.0257163947656e+12 1.7332667052887e+00
1.3713240009154e+33 1.0258777893875e+12 1.7713241601049e+00
1.3750842488670e+33 1.0260370538513e+12 1.7942876342103e+00
1.3788309846425e+33 1.0261940567443e+12 1.8196687355187e+00
1.3825686539992e+33 1.0263479136901e+12 1.8561573389022e+00
1.3863123863749e+33 1.0264985921407e+12 1.8945352251758e+00
1.3900588172988e+33 1.0266464853111e+12 1.9301058361638e+00
1.3937982187195e+33 1.0267914288825e+12 1.9691011896797e+00
1.3975386863465e+33 1.0269332592750e+12 2.0114151691707e+00
1.4014786453554e+33 1.0270758435869e+12 2.0519765311601e+00
1.4052284827763e+33 1.0272159698196e+12 2.0885139955581e+00
1.4089793720108e+33 1.0273503278935e+12 2.1214256810766e+00
1.4127243362791e+33 1.0274823915033e+12 2.1578474186261e+00
1.4164600025650e+33 1.0276116696495e+12 2.2038388906691e+00
1.4201889987462e+33 1.0277377032508e+12 2.2596674327979e+00
1.4241164071348e+33 1.0278636061767e+12 2.3205684468274e+00
1.4278585067534e+33 1.0279866594377e+12 2.3753994236919e+00
1.4316085157096e+33 1.0281043385363e+12 2.4186419949794e+00
1.4353620777144e+33 1.0282202475315e+12 2.4548518690224e+00
1.4391173267404e+33 1.0283345834739e+12 2.4879945550990e+00
1.4430686729683e+33 1.0284503286592e+12 2.5213023860937e+00
1.4468244419175e+33 1.0285645991194e+12 2.5535352132314e+00
1.4505837021155e+33 1.0286746422350e+12 2.5828973785343e+00
1.4543492450681e+33 1.0287836707386e+12 2.6069060962864e+00
1.4583241554690e+33 1.0288950275160e+12 2.6184952644073e+00
1.4621054984599e+33 1.0290063191274e+12 2.6198558241892e+00
1.4658844531415e+33 1.0291147588843e+12 2.6192676880807e+00
1.4698743234558e+33 1.0292263433099e+12 2.6117206338677e+00
1.4736735445041e+33 1.0293387790505e+12 2.5914670123092e+00
1.4776745595300e+33 1.0294524270844e+12 2.5637023280497e+00
1.4814747622725e+33 1.0295672867956e+12 2.5351898653400e+00
1.4852749980651e+33 1.0296804099547e+12 2.5083116708608e+00
1.4892742390676e+33 1.0297977285218e+12 2.4817312973747e+00
1.4930709210726e+33 1.0299161606559e+12 2.4567034323046e+00
1.4970714932289e+33 1.0300358050138e+12 2.4326366967154e+00
1.5008683085227e+33 1.0301565640426e+12 2.4093163233416e+00
1.5048661151690e+33 1.0302784373225e+12 2.3866902103736e+00
1.5086628825349e+33 1.0304014249201e+12 2.3635653603190e+00
1.5124622674550e+33 1.0305224460580e+12 2.3404593728456e+00
1.5164630039118e+33 1.0306479893588e+12 2.3154159388242e+00
1.5204654637234e+33 1.0307781865156e+12 2.2891726217602e+00
1.5242651324458e+33 1.0309065151991e+12 2.2632852155490e+00
1.5282659228918e+33 1.0310362855670e+12 2.2377988979383e+00
1.5320661169873e+33 1.0311674327808e+12 2.2139545351917e+00
1.5360642326069e+33 1.0312999231878e+12 2.1911771429739e+00
1.5398624736432e+33 1.0314336585239e+12 2.1696222196667e+00
1.5438604280652e+33 1.0315687049465e+12 2.1486771427120e+00
1.5478612261270e+33 1.0317086009208e+12 2.1265974575727e+00
1.5516598512304e+33 1.0318463666794e+12 2.1049004462440e+00
1.5556583102300e+33 1.0319855093209e+12 2.0834224751941e+00
1.5594563034357e+33 1.0321259961176e+12 2.0623066999799e+00
1.5634566286733e+33 1.0322679575816e+12 2.0412720383936e+00
1.5674533123534e+33 1.0324149322008e+12 2.0216412430853e+00
1.5714478665817e+33 1.0325630861420e+12 2.0048516043131e+00
1.5752463150671e+33 1.0327087830602e+12 1.9864096356624e+00
1.5792558078776e+33 1.0328563806216e+12 1.9610782706330e+00
1.5832738772233e+33 1.0330103682336e+12 1.9273973178510e+00
1.5870818186014e+33 1.0331630126914e+12 1.8947661972886e+00
1.5910713244050e+33 1.0333171970523e+12 1.8754067334644e+00
1.5950561411655e+33 1.0334759691987e+12 1.8672240251947e+00
1.5990676364853e+33 1.0336362489383e+12 1.8494074460038e+00
1.6030753019357e+33 1.0337989535222e+12 1.8212088321459e+00
1.6068600717839e+33 1.0339589056821e+12 1.8053051485297e+00
1.6108500845445e+33 1.0341195135208e+12 1.7976755409965e+00
1.6148465481904e+33 1.0342853973350e+12 1.7844197441100e+00
1.6188467233830e+33 1.0344528864857e+12 1.7667480760266e+00
1.6228435467428e+33 1.0346219812498e+12 1.7496949528978e+00
1.6268314267478e+33 1.0347921573582e+12 1.7378410457156e+00
1.6308315827427e+33 1.0349635789684e+12 1.7246988237167e+00
1.6348201085264e+33 1.0351362784946e+12 1.7113193673468e+00
1.6388117267027e+33 1.0353099280116e+12 1.7011087569006e+00
1.6426116138003e+33 1.0354806287931e+12 1.6867682252584e+00
1.6466035793574e+33 1.0356527713669e+12 1.6724472530369e+00
1.6506176584641e+33 1.0358314023226e+12 1.6523912222055e+00
1.6546209170339e+33 1.0360126547174e+12 1.6278208993507e+00
1.6586103859393e+33 1.0361954472026e+12 1.6135221525721e+00
1.6625868204645e+33 1.0363785673684e+12 1.6099852780513e+00
1.6665606224547e+33 1.0365613281024e+12 1.6123764248111e+00
1.6705596613724e+33 1.0367447441976e+12 1.6064868158743e+00
1.6745574175565e+33 1.0369298959859e+12 1.5906913200684e+00
1.6787585660173e+33 1.0371216351878e+12 1.5739372870942e+00
1.6827531478844e+33 1.0373151117556e+12 1.5591220746866e+00
1.6867561324020e+33 1.0375057037290e+12 1.5436846147412e+00
1.6907560264826e+33 1.0376983928902e+12 1.5262565598636e+00
1.6947613052630e+33 1.0378933109731e+12 1.5083415344729e+00
1.6987649321623e+33 1.0380906545319e+12 1.4892257520306e+00
1.7027626713438e+33 1.0382900948763e+12 1.4728649226007e+00
1.7067720065570e+33 1.0384919601068e+12 1.4546605334061e+00
1.7109850416481e+33 1.0387021818928e+12 1.4315395248717e+00
1.7149858133586e+33 1.0389151889585e+12 1.4117034746840e+00
1.7189899259669e+33 1.0391254110618e+12 1.3952434363842e+00
1.7229953115368e+33 1.0393382546415e+12 1.3776132411135e+00
1.7269959609640e+33 1.0395535564829e+12 1.3612451742848e+00
1.7312006104582e+33 1.0397768213245e+12 1.3449257415757e+00
1.7352097988589e+33 1.0400031004781e+12 1.3260328227483e+00
1.7392164948577e+33 1.0402270533893e+12 1.3069215838100e+00
1.7434198954809e+33 1.0404595267813e+12 1.2902090836499e+00
1.7474200440757e+33 1.0406944577735e+12 1.2758007982587e+00
1.7514222542000e+33 1.0409261442730e+12 1.2615356029176e+00
1.7556319431183e+33 1.0411667765488e+12 1.2447435248657e+00
1.7596368567280e+33 1.0414106208263e+12 1.2273733732940e+00
1.7636341507349e+33 1.0416510905404e+12 1.2138407783705e+00
1.7678291090708e+33 1.0418996212997e+12 1.2033765944047e+00
1.7718265246614e+33 1.0421501515827e+12 1.1929623697789e+00
1.7758286785522e+33 1.0423970445239e+12 1.1805809921784e+00
1.7800393758391e+33 1.0426535058377e+12 1.1646236395077e+00
1.7840428469192e+33 1.0429133429349e+12 1.1485657531365e+00
1.7882381942867e+33 1.0431757691737e+12 1.1369702351054e+00
1.7922328425952e+33 1.0434401289039e+12 1.1277767212087e+00
1.7964325111497e+33 1.0437068480065e+12 1.1174418609585e+00
1.8004353419300e+33 1.0439763528321e+12 1.1051427018292e+00
1.8046435816131e+33 1.0442493640172e+12 1.0907001030639e+00
1.8086573091288e+33 1.0445264712021e+12 1.0737240311068e+00
1.8128629302864e+33 1.0448077399181e+12 1.0575940427353e+00
1.8168600728020e+33 1.0450919250890e+12 1.0457582766907e+00
1.8210635027695e+33 1.0453790600875e+12 1.0348275722253e+00
1.8250804889014e+33 1.0456703899810e+12 1.0190857463156e+00
1.8293070261161e+33 1.0459678475932e+12 9.9799484621466e-01
1.8335154445260e+33 1.0462780530839e+12 9.7937004484585e-01
1.8375156072191e+33 1.0465844569542e+12 9.6730479758232e-01
1.8417139240935e+33 1.0468938100793e+12 9.5778428898983e-01
1.8457153131808e+33 1.0472061128926e+12 9.4784121010013e-01
1.8499077621580e+33 1.0475211354453e+12 9.3924780053674e-01
1.8540942825973e+33 1.0478453664196e+12 9.3431474808102e-01
1.8581048818471e+33 1.0481647146763e+12 9.2531895247507e-01
1.8623206864764e+33 1.0484893724230e+12 9.0994107942374e-01
1.8665805547049e+33 1.0488312013707e+12 8.8479277639168e-01
1.8707556997336e+33 1.0491791258620e+12 8.6841313622489e-01
1.8747304049152e+33 1.0495179077509e+12 8.7016775228472e-01
1.8789418722701e+33 1.0498587858506e+12 8.6440751283688e-01
1.8831698549804e+33 1.0502146074325e+12 8.4762265247926e-01
1.8873657076407e+33 1.0505758691050e+12 8.3422401598880e-01
1.8915643663540e+33 1.0509401456267e+12 8.2673053192816e-01
1.8955812371106e+33 1.0513005227567e+12 8.1506662293738e-01
1.8997718124054e+33 1.0516651931918e+12 8.0510875683214e-01
1.9039559341281e+33 1.0520400555399e+12 8.0175348046450e-01
1.9081509419099e+33 1.0524166211273e+12 7.9755525900141e-01
1.9123547693661e+33 1.0527966925242e+12 7.8961679616001e-01
1.9165822202010e+33 1.0531832858045e+12 7.7577715146171e-01
1.9208223658619e+33 1.0535798751047e+12 7.5572799143347e-01
1.9250454397397e+33 1.0539862296128e+12 7.3697717621795e-01
1.9292629915011e+33 1.0544003825603e+12 7.2251507143065e-01
1.9334700556661e+33 1.0548208931974e+12 7.1099753153627e-01
1.9376559184145e+33 1.0552446481617e+12 7.0499112799002e-01
1.9418539450648e+33 1.0556707619311e+12 7.0051927006820e-01
1.9460642399985e+33 1.0561017585311e+12 6.9202828471764e-01
1.9502697314324e+33 1.0565384251893e+12 6.8252528018109e-01
1.9544784964533e+33 1.0569806629085e+12 6.7334312498004e-01
1.9586936456010e+33 1.0574295852999e+12 6.6276786514933e-01
1.9629040427188e+33 1.0578854219404e+12 6.5219537136998e-01
1.9671103541430e+33 1.0583472885909e+12 6.4309673000734e-01
1.9713237920515e+33 1.0588156438025e+12 6.3360822435939e-01
1.9755443873010e+33 1.0592921912155e+12 6.2219192238607e-01
1.9797487643785e+33 1.0597759810538e+12 6.1231061698124e-01
1.9839193677783e+33 1.0602613114892e+12 6.0979313842052e-01
1.9883557409938e+33 1.0607635187800e+12 6.0305571781748e-01
1.9926681459893e+33 1.0612875511877e+12 5.7726241922573e-01
1.9968795724795e+33 1.0618191863006e+12 5.5511595153291e-01
2.0010464312329e+33 1.0623528202614e+12 5.5247681119076e-01
2.0052723529310e+33 1.0628902883178e+12 5.4805605581153e-01
2.0097073634053e+33 1.0634534480745e+12 5.3511064806918e-01
2.0139207256583e+33 1.0640276513845e+12 5.2395273182913e-01
2.0181033995904e+33 1.0645930731476e+12 5.1922170516570e-01
2.0225214004037e+33 1.0651772073952e+12 5.1417078687194e-01
2.0267337951040e+33 1.0657703865727e+12 5.0558661287848e-01
2.0309310485764e+33 1.0663562909539e+12 4.9945866652129e-01
2.0353380769607e+33 1.0669620868810e+12 4.9409119188733e-01
2.0395532628506e+33 1.0675761749065e+12 4.8672154438307e-01
2.0439648111823e+33 1.0681997015565e+12 4.7895147829138e-01
2.0481607815579e+33 1.0688295526901e+12 4.7346305834819e-01
2.0523610329481e+33 1.0694496068810e+12 4.6925978230758e-01
2.0567719235598e+33 1.0700916509863e+12 4.6351892888051e-01
2.0609643157506e+33 1.0707394949776e+12 4.5871002401352e-01
2.0653350409262e+33 1.0713873721749e+12 4.5814186500108e-01
2.0694981115054e+33 1.0720308906960e+12 4.6073631816230e-01
2.0738640098103e+33 1.0726691981518e+12 4.6385229124574e-01
2.0780466037271e+33 1.0733054731187e+12 4.6481823739029e-01
2.0824469133120e+33 1.0739447291336e+12 4.6216547252401e-01
2.0868625349297e+33 1.0746067938573e+12 4.5605804098255e-01
2.0910841167281e+33 1.0752648608044e+12 4.4775534946791e-01
2.0955213328579e+33 1.0759379034422e+12 4.3751488043459e-01
2.0999314608308e+33 1.0766396200564e+12 4.2867565025645e-01
2.1041088399023e+33 1.0773290474530e+12 4.2584472706917e-01
2.1084911793899e+33 1.0780177854385e+12 4.2571719027927e-01
2.1128904828121e+33 1.0787255627469e+12 4.2333981406583e-01
2.1171009564492e+33 1.0794246569600e+12 4.1826051569806e-01
2.1215013672553e+33 1.0801316487536e+12 4.1316170408245e-01
2.1259070320669e+33 1.0808620715779e+12 4.0863449414930e-01
2.1303125095639e+33 1.0816004256362e+12 4.0369983307994e-01
2.1347185743135e+33 1.0823468407347e+12 3.9879632160952e-01
2.1391271525986e+33 1.0831019080349e+12 3.9368733348221e-01
2.1433324787543e+33 1.0838481952241e+12 3.8866747505320e-01
2.1477349165836e+33 1.0846021849561e+12 3.8425938380257e-01
2.1521401005315e+33 1.0853812778053e+12 3.7996254392251e-01
2.1565526005577e+33 1.0861698740767e+12 3.7483424251598e-01
2.1609638895114e+33 1.0869691865342e+12 3.6927250255083e-01
2.1653730859360e+33 1.0877786927837e+12 3.6409795698899e-01
2.1697814483034e+33 1.0885979325663e+12 3.5923242994130e-01
2.1741860726187e+33 1.0894261496177e+12 3.5479938072308e-01
2.1785813203228e+33 1.0902609515018e+12 3.5145513564702e-01
2.1832141438135e+33 1.0911269175666e+12 3.4610258833600e-01
2.1876263066919e+33 1.0920078922662e+12 3.3950736575544e-01
2.1920113007286e+33 1.0928755942705e+12 3.3652509495152e-01
2.1964054561104e+33 1.0937459837928e+12 3.3497184433845e-01
2.2008073055857e+33 1.0946223708432e+12 3.3215212926553e-01
2.2052076546438e+33 1.0955060325454e+12 3.2888347989894e-01
2.2098096642428e+33 1.0964173519661e+12 3.2565318440228e-01
2.2142145618540e+33 1.0973369307043e+12 3.2212787544090e-01
2.2186202835606e+33 1.0982452700538e+12 3.1837666943167e-01
2.2232298323544e+33 1.0991846431780e+12 3.1436981211881e-01
2.2276391083233e+33 1.1001348968306e+12 3.1014753946435e-01
2.2320513795707e+33 1.1010758104167e+12 3.0579765416424e-01
2.2366619864053e+33 1.1020504129202e+12 3.0145366281826e-01
2.2410711474485e+33 1.1030363566243e+12 2.9737465418650e-01
2.2456852514121e+33 1.1040350146265e+12 2.9315989710771e-01
2.2500957012170e+33 1.1050461884381e+12 2.8892276798394e-01
2.2547008770927e+33 1.1060685691871e+12 2.8529469360384e-01
2.2591020686609e+33 1.1070996667617e+12 2.8230039653597e-01
2.2637021227290e+33 1.1081387607535e+12 2.7965402282649e-01
2.2680981418272e+33 1.1091843437133e+12 2.7735369865213e-01
2.2727006077745e+33 1.1102372688572e+12 2.7495622548824e-01
2.2773039565233e+33 1.1113225710984e+12 2.7212960200630e-01
2.2817078151928e+33 1.1123935178777e+12 2.6922507720073e-01
2.2863211689869e+33 1.1134764592445e+12 2.6581653097035e-01
2.2909285983597e+33 1.1145961041618e+12 2.6225704009124e-01
2.2953265195164e+33 1.1157002817193e+12 2.5960368738148e-01
2.2999276268114e+33 1.1168121934556e+12 2.5732185667564e-01
2.3045267711347e+33 1.1179567453995e+12 2.5501528543990e-01
2.3091214279596e+33 1.1191076562922e+12 2.5308662558999e-01
2.3137114313229e+33 1.1202626934111e+12 2.5165318496372e-01
2.3180976441811e+33 1.1213944615172e+12 2.5073623950728e-01
2.3226914392965e+33 1.1225290521516e+12 2.4962667297022e-01
2.3272913748568e+33 1.1236952328246e+12 2.4773861855196e-01
2.3318911011072e+33 1.1248693410563e+12 2.4555996367409e-01
2.3364879485530e+33 1.1260505952665e+12 2.4356293031610e-01
2.3410797186103e+33 1.1272370290230e+12 2.4197867866496e-01
2.3456904492037e+33 1.1284322472093e+12 2.3971279838193e-01
2.3503593143049e+33 1.1296563011962e+12 2.3364999183519e-01
2.3549359764647e+33 1.1309001457828e+12 2.2935200635024e-01
2.3595019642031e+33 1.1321367172106e+12 2.3018857242089e-01
2.3641170816366e+33 1.1333764337311e+12 2.2910890768477e-01
2.3688913720515e+33 1.1346487253218e+12 2.2758560602498e-01
2.3734916360857e+33 1.1359225245778e+12 2.2680090701170e-01
2.3781043683361e+33 1.1371810517208e+12 2.2418699025738e-01
2.3826749648064e+33 1.1384432506106e+12 2.2303216660802e-01
2.3872758253602e+33 1.1397059063120e+12 2.2245982651159e-01
2.3920617172996e+33 1.1410008723256e+12 2.2113535093739e-01
2.3966224367936e+33 1.1422894817730e+12 2.2174749013433e-01
2.4012120028537e+33 1.1435451257631e+12 2.2219531346753e-01
2.4060010187601e+33 1.1448307270859e+12 2.2124682131033e-01
2.4105910080136e+33 1.1461189494553e+12 2.2030011415339e-01
2.4151816990572e+33 1.1473827217158e+12 2.1930180748576e-01
2.4199805270085e+33 1.1486795272920e+12 2.1789272987030e-01
2.4245794231135e+33 1.1499839330259e+12 2.1610499996968e-01
2.4293552551446e+33 1.1512899104524e+12 2.1535671092709e-01
2.4339360398300e+33 1.1525924143510e+12 2.1544956437024e-01
2.4387343682660e+33 1.1538976041371e+12 2.1452874265293e-01
2.4433309930977e+33 1.1552097428955e+12 2.1289287713928e-01
2.4481231406189e+33 1.1565273233844e+12 2.1155677052379e-01
2.4527111030695e+33 1.1578477227192e+12 2.1060233633040e-01
2.4574880260582e+33 1.1591668769581e+12 2.1031395221333e-01
2.4620516278320e+33 1.1604779672119e+12 2.1116928183006e-01
2.4669900066529e+33 1.1618254995100e+12 2.0530465353555e-01
2.4717278529300e+33 1.1632295926821e+12 2.0044033876160e-01
2.4765095352504e+33 1.1646187406757e+12 2.0209773830056e-01
2.4810920748552e+33 1.1659771527866e+12 2.0188467256910e-01
2.4858868584931e+33 1.1673375947950e+12 2.0112037969841e-01
2.4906997408895e+33 1.1687378870267e+12 1.9908942197892e-01
2.4954627747280e+33 1.1701397525696e+12 1.9838450725129e-01
2.5000521463038e+33 1.1715072073051e+12 1.9865478857355e-01
2.5048332928456e+33 1.1728748000197e+12 1.9817205717519e-01
2.5095946091992e+33 1.1742635615890e+12 1.9884636029622e-01
2.5143711559559e+33 1.1756430768384e+12 1.9969614481253e-01
2.5191623918567e+33 1.1770221344175e+12 1.9929107035238e-01
2.5239459558232e+33 1.1784027003720e+12 1.9861884272405e-01
2.5287451250675e+33 1.1797870004784e+12 1.9761778880628e-01
2.5335430620047e+33 1.1811792280558e+12 1.9602825358506e-01
2.5383516412957e+33 1.1825821394027e+12 1.9408347367747e-01
2.5431910336015e+33 1.1840079249123e+12 1.9053448522329e-01
2.5480196530687e+33 1.1854626773290e+12 1.8629094504056e-01
2.5528210092147e+33 1.1869352576365e+12 1.8356598103612e-01
2.5578114968126e+33 1.1884451340743e+12 1.8230570123261e-01
2.5626210311462e+33 1.1899639268426e+12 1.8076203008063e-01
2.5674528283070e+33 1.1914735434618e+12 1.7772730686575e-01
2.5723013827719e+33 1.1930174375359e+12 1.7334922277539e-01
2.5772932148351e+33 1.1946157972882e+12 1.7046457873804e-01
2.5820809162187e+33 1.1962164490108e+12 1.6976163792800e-01
2.5868814017139e+33 1.1977895751613e+12 1.6875202635535e-01
2.5918772151534e+33 1.1994035375962e+12 1.6747941861207e-01
2.5966790650565e+33 1.2010256915801e+12 1.6616622907519e-01
2.6015026209693e+33 1.2026323048920e+12 1.6392530497128e-01
2.6065090024360e+33 1.2042918089449e+12 1.6158401130783e-01
2.6113037523396e+33 1.2059604923143e+12 1.6023125449682e-01
2.6162952747621e+33 1.2076337608058e+12 1.5935440089545e-01
2.6210745914560e+33 1.2093061796512e+12 1.5899799845302e-01
2.6260457597427e+33 1.2109707383274e+12 1.5929628051758e-01
2.6310162607720e+33 1.2126588240700e+12 1.5984680013379e-01
2.6357983681161e+33 1.2143064050714e+12 1.6005370750793e-01
2.6407884944264e+33 1.2159538549122e+12 1.5963425914171e-01
2.6455662492498e+33 1.2175996657402e+12 1.5936817679803e-01
2.6505463131565e+33 1.2192403645096e+12 1.5942346116671e-01
2.6555326106245e+33 1.2209126529288e+12 1.5917349804817e-01
2.6605159908943e+33 1.2225840918855e+12 1.5881955819738e-01
2.6653009985264e+33 1.2242207288995e+12 1.5852119676097e-01
2.6702879053538e+33 1.2258572332846e+12 1.5810946480331e-01
2.6752772072267e+33 1.2275285378716e+12 1.5755756390008e-01
2.6802734251694e+33 1.2292042967809e+12 1.5670736196806e-01
2.6852763725072e+33 1.2308891668187e+12 1.5543332642178e-01
2.6902839539072e+33 1.2325869494624e+12 1.5383690760135e-01
2.6952938890128e+33 1.2343000009287e+12 1.5204491030105e-01
2.7003040055276e+33 1.2360293062977e+12 1.5019501666977e-01
2.7053121560005e+33 1.2377742792458e+12 1.4843622448821e-01
2.7103207092454e+33 1.2395343932522e+12 1.4674267797558e-01
2.7153249896728e+33 1.2413084008905e+12 1.4517619780161e-01
2.7203274792667e+33 1.2430942051475e+12 1.4380750730525e-01
2.7253279085337e+33 1.2448904304695e+12 1.4256181536854e-01
2.7303263907257e+33 1.2466957015754e+12 1.4143491016319e-01
2.7355184580883e+33 1.2485433152018e+12 1.4055187440357e-01
2.7405038407272e+33 1.2503921098196e+12 1.4004864351057e-01
2.7454863880680e+33 1.2522022991156e+12 1.3981766625052e-01
2.7504679568540e+33 1.2540089478744e+12 1.3968133462876e-01
2.7556503022314e+33 1.2558483016431e+12 1.3953456014961e-01
2.7606350342271e+33 1.2576853603359e+12 1.3930839838668e-01
2.7656208976076e+33 1.2594851913362e+12 1.3899251206445e-01
2.7708066165288e+33 1.2613204153567e+12 1.3863964533610e-01
2.7757913917151e+33 1.2631545901749e+12 1.3831728509789e-01
2.7809742132764e+33 1.2649866663997e+12 1.3806991193731e-01
2.7859567600036e+33 1.2668159256783e+12 1.3788964598125e-01
2.7909384781302e+33 1.2686059260400e+12 1.3775033556990e-01
2.7961203581341e+33 1.2704283652907e+12 1.3760906504163e-01
2.8013065689124e+33 1.2722848863832e+12 1.3734146991304e-01
2.8062957538871e+33 1.2741064110044e+12 1.3688854602529e-01
2.8114889211619e+33 1.2759312803907e+12 1.3624978778996e-01
2.8164786664215e+33 1.2777596243339e+12 1.3559481056221e-01
2.8216682041422e+33 1.2795903247990e+12 1.3503539561024e-01
2.8268585370268e+33 1.2814594983423e+12 1.3446389253555e-01
2.8318490665438e+33 1.2832954476622e+12 1.3387087632399e-01
2.8370409396106e+33 1.2851348732585e+12 1.3324032132720e-01
2.8422373132267e+33 1.2870159174817e+12 1.3246682551580e-01
2.8474387763785e+33 1.2889058720323e+12 1.3145872134496e-01
2.8524412534318e+33 1.2907703949536e+12 1.3029988061274e-01
2.8576517276783e+33 1.2926496023371e+12 1.2892701174893e-01
2.8628744126822e+33 1.2945875985112e+12 1.2708589931896e-01
2.8680992047846e+33 1.2965530521845e+12 1.2493927975678e-01
2.8732921625757e+33 1.2985348254271e+12 1.2352921973374e-01
2.8784547544329e+33 1.3005093908909e+12 1.2360199742535e-01
2.8836276521408e+33 1.3024692080656e+12 1.2415565698075e-01
2.8888092272277e+33 1.3044216170101e+12 1.2425024338163e-01
2.8939942442773e+33 1.3063713385490e+12 1.2404533360148e-01
2.8991760594291e+33 1.3083185044521e+12 1.2384144412141e-01
2.9043499742107e+33 1.3102589205763e+12 1.2390448132240e-01
2.9095309140402e+33 1.3121923248899e+12 1.2398434042958e-01
2.9147120169008e+33 1.3141215354903e+12 1.2388512679764e-01
2.9198939239705e+33 1.3160470106415e+12 1.2376088038567e-01
2.9252775478758e+33 1.3180067661811e+12 1.2357356862798e-01
2.9304652269621e+33 1.3199658683793e+12 1.2324785288109e-01
2.9356494293796e+33 1.3218874806758e+12 1.2291643356779e-01
2.9408346136231e+33 1.3238077808523e+12 1.2264200190456e-01
2.9462242390190e+33 1.3257658309722e+12 1.2223566302648e-01
2.9514195279590e+33 1.3277282703971e+12 1.2160036582811e-01
2.9566191065790e+33 1.3296617407839e+12 1.2073967506527e-01
2.9620197850776e+33 1.3316427289090e+12 1.1976406646788e-01
2.9672178678970e+33 1.3336331524281e+12 1.1883023174825e-01
2.9724121898795e+33 1.3355932293251e+12 1.1804803074518e-01
2.9778030288986e+33 1.3375955822316e+12 1.1743440849512e-01
2.9829940692322e+33 1.3396010805087e+12 1.1689398262507e-01
2.9883861799193e+33 1.3416103784104e+12 1.1632718424094e-01
2.9935749534389e+33 1.3436224328772e+12 1.1582033014722e-01
2.9989592687805e+33 1.3456343598110e+12 1.1547969920801e-01
3.0043424061555e+33 1.3476821372690e+12 1.1525133600916e-01
3.0095293302281e+33 1.3496907196137e+12 1.1497707220147e-01
3.0149212620117e+33 1.3517014632105e+12 1.1451224540761e-01
3.0201140385374e+33 1.3537165325049e+12 1.1392306445437e-01
3.0255077646521e+33 1.3557367144881e+12 1.1330452174537e-01
3.0309000673279e+33 1.3577998940159e+12 1.1269383888450e-01
3.0362886714566e+33 1.3598660242702e+12 1.1218927190595e-01
3.0414779192461e+33 1.3618955808950e+12 1.1175691671684e-01
3.0468719812844e+33 1.3639290041529e+12 1.1121870753500e-01
3.0522661854224e+33 1.3660065346777e+12 1.1057640752127e-01
3.0576603510801e+33 1.3680898308315e+12 1.0993431784557e-01
3.0630560720563e+33 1.3701794859909e+12 1.0926683373671e-01
3.0682515107004e+33 1.3722371571834e+12 1.0857433826932e-01
3.0736476914350e+33 1.3743020353485e+12 1.0787864128476e-01
3.0790421750588e+33 1.3764125941150e+12 1.0720753447391e-01
3.0844380660249e+33 1.3785297057575e+12 1.0654963622891e-01
3.0898358377795e+33 1.3806546175623e+12 1.0583354841441e-01
3.0952359545882e+33 1.3827890353713e+12 1.0503551858842e-01
3.1006374821733e+33 1.3849344643867e+12 1.0417612051358e-01
3.1060360419713e+33 1.3870902494405e+12 1.0335454465171e-01
3.1114297691207e+33 1.3892533121761e+12 1.0268511742017e-01
3.1170206104548e+33 1.3914607488699e+12 1.0216738651437e-01
3.1224117358275e+33 1.3936712019834e+12 1.0170261479784e-01
3.1278033880108e+33 1.3958448214795e+12 1.0122495423545e-01
3.1331964267428e+33 1.3980226351499e+12 1.0071734641842e-01
3.1385986535582e+33 1.4002089015423e+12 1.0001503505139e-01
3.1442099556208e+33 1.4024517296956e+12 9.8996006953646e-02
3.1496120700516e+33 1.4047100286982e+12 9.7990060841518e-02
3.1550069841708e+33 1.4069364769180e+12 9.7274650196128e-02
3.1604000560763e+33 1.4091684303135e+12 9.6728975122162e-02
3.1659948643286e+33 1.4114472430638e+12 9.6191820696775e-02
3.1713929852963e+33 1.4137333289147e+12 9.5573072970577e-02
3.1769739739877e+33 1.4160211828671e+12 9.5190446540143e-02
3.1823619645344e+33 1.4183066750350e+12 9.4979007659792e-02
3.1877537006705e+33 1.4205526437073e+12 9.4590133000529e-02
3.1933474670166e+33 1.4228447538993e+12 9.4108489757393e-02
3.1987389787061e+33 1.4251410600234e+12 9.3628562713679e-02
3.2043281934782e+33 1.4274399217146e+12 9.3223545203261e-02
3.2099133972044e+33 1.4297805339627e+12 9.2924651027501e-02
3.2152957745555e+33 1.4320762492326e+12 9.2750148649766e-02
3.2208794524742e+33 1.4343682277300e+12 9.2601748450278e-02
3.2262673253094e+33 1.4366589610436e+12 9.2355615595329e-02
3.2318581273509e+33 1.4389514629780e+12 9.1990669230141e-02
3.2374496660623e+33 1.4412889937550e+12 9.1565711268500e-02
3.2428401579241e+33 1.4435877907921e+12 9.1149015002376e-02
